content;level;topic;
Ist das ein deutsches oder ein internationales Unternehmen?;A2.2;Adjektivdeklination indefiniter Artikel;
Gibt es hier einen guten, günstigen Italiener?;A2.2;Adjektivdeklination indefiniter Artikel;
Er ist ein höflicher, junger Mann.;A2.2;Adjektivdeklination indefiniter Artikel;
Das ist eine interessante, aber schwierige Frage.;A2.2;Adjektivdeklination indefiniter Artikel;
Ein starkes Gewitter hat den Baum umgeworfen.;A2.2;Adjektivdeklination indefiniter Artikel;
Sie hat eine sehr angenehme, ruhige Stimme.;A2.2;Adjektivdeklination indefiniter Artikel;
Ich finde, mein neues Handy ist besser als mein altes.;A2.2;Komparation;
Ich reise am liebsten mit dem Zug, das ist am bequemsten.;A2.2;Komparation;
Ich esse gern Pizza, aber Nudeln esse ich noch lieber.;A2.2;Komparation;
Meiner Meinung nach ist Deutsch schwieriger als Englisch.;A2.2;Komparation;
Welcher Weg ist der schnellste zum Bahnhof?;A2.2;Komparation;
Wer ist die älteste Person in deiner Familie?;A2.2;Komparation;
Ist das Leben in der Stadt teurer als auf dem Land?;A2.2;Komparation;
Welches Buch findest du am interessantesten?;A2.2;Komparation;
Der Mount Everest ist der höchste Berg der Welt.;A2.2;Komparation;
Ein Flugzeug ist schneller als ein Zug.;A2.2;Komparation;
Sie ist die fleissigste Mitarbeiterin in der Abteilung.;A2.2;Komparation;
Die Nächte sind im Winter am längsten.;A2.2;Komparation;
Mein Bruder ist genauso alt wie ich.;A2.2;Vergleichspartikel: als, wie;
Ich verdiene mehr als mein Kollege.;A2.2;Vergleichspartikel: als, wie;
Ich spreche nicht so gut Spanisch wie du.;A2.2;Vergleichspartikel: als, wie;
Ich finde das Hotel genauso schön wie auf den Fotos.;A2.2;Vergleichspartikel: als, wie;
Ist dein neuer Job besser als der alte?;A2.2;Vergleichspartikel: als, wie;
Isst du lieber Fleisch als Fisch?;A2.2;Vergleichspartikel: als, wie;
Spricht er so schnell wie ein Muttersprachler?;A2.2;Vergleichspartikel: als, wie;
Ist die Miete in München höher als in Berlin?;A2.2;Vergleichspartikel: als, wie;
Ein Fahrrad ist nicht so schnell wie ein Auto.;A2.2;Vergleichspartikel: als, wie;
Das Wetter heute ist viel besser als gestern.;A2.2;Vergleichspartikel: als, wie;
Diese Torte schmeckt genauso gut, wie sie aussieht.;A2.2;Vergleichspartikel: als, wie;
Die Prüfung war leichter als ich dachte.;A2.2;Vergleichspartikel: als, wie;
Ich fühle mich heute völlig kraftlos.;A2.2;Wortbildung Adjektive: -los;
Mein Versuch, den Kuchen zu backen, war leider erfolglos.;A2.2;Wortbildung Adjektive: -los;
Ich bin sprachlos, das ist eine riesige Überraschung.;A2.2;Wortbildung Adjektive: -los;
Ich suche eine kabellose Maus für meinen Laptop.;A2.2;Wortbildung Adjektive: -los;
Warum bist du so hoffnungslos?;A2.2;Wortbildung Adjektive: -los;
Fühlst du dich manchmal auch so ruhelos?;A2.2;Wortbildung Adjektive: -los;
Ist der Eintritt für arbeitslose Personen kostenlos?;A2.2;Wortbildung Adjektive: -los;
Findest du diese Werbung geschmacklos?;A2.2;Wortbildung Adjektive: -los;
Ein Leben ohne Freunde wäre sinnlos.;A2.2;Wortbildung Adjektive: -los;
Er stand regungslos da und beobachtete die Situation.;A2.2;Wortbildung Adjektive: -los;
Die endlose Diskussion führte zu keinem Ergebnis.;A2.2;Wortbildung Adjektive: -los;
Das neugeborene Baby ist völlig hilflos.;A2.2;Wortbildung Adjektive: -los;
In unserer Firma wird viel Englisch gesprochen.;A2.2;Passiv – Präsens;
Ich werde oft nach dem Weg gefragt, weil ich hier wohne.;A2.2;Passiv – Präsens;
Ich finde es nicht gut, wenn über andere gelästert wird.;A2.2;Passiv – Präsens;
Ich freue mich, wenn ich zur Party eingeladen werde.;A2.2;Passiv – Präsens;
Wann wird das Essen serviert?;A2.2;Passiv – Präsens;
Wird hier Deutsch oder Englisch gesprochen?;A2.2;Passiv – Präsens;
Von wem wird dieses Projekt geleitet?;A2.2;Passiv – Präsens;
Werden die neuen Mitarbeiter gut eingearbeitet?;A2.2;Passiv – Präsens;
Das Museum wird gerade renoviert.;A2.2;Passiv – Präsens;
Der Müll wird jeden Mittwoch abgeholt.;A2.2;Passiv – Präsens;
Dieses Produkt wird in Deutschland hergestellt.;A2.2;Passiv – Präsens;
Hier wird eine neue Brücke gebaut.;A2.2;Passiv – Präsens;
Was für ein Auto fährst du?;A2.2;Frageartikel: was für ein;
Was für eine Musik hörst du gerne in deiner Freizeit?;A2.2;Frageartikel: was für ein;
Was für einen Beruf möchten Sie später einmal ausüben?;A2.2;Frageartikel: was für ein;
Was für einen Film habt ihr gestern im Kino gesehen?;A2.2;Frageartikel: was für ein;
Was für ein schöner Tag heute!;A2.2;Frageartikel: was für ein;
Mit was für einer Kamera hast du diese tollen Fotos gemacht?;A2.2;Frageartikel: was für ein;
Was für ein Buch liest du gerade?;A2.2;Frageartikel: was für ein;
In was für einem Haus wohnen deine Eltern?;A2.2;Frageartikel: was für ein;
Was für eine Überraschung, dich hier zu treffen!;A2.2;Frageartikel: was für ein;
Was für eine Sprache lernt man in diesem Kurs?;A2.2;Frageartikel: was für ein;
Aus was für einem Material ist dieser Tisch gemacht?;A2.2;Frageartikel: was für ein;
Was für eine interessante Geschichte!;A2.2;Frageartikel: was für ein;
Ich habe den neuen Film von meinem Lieblingsregisseur gesehen.;A2.2;Adjektivdeklination definiter Artikel;
Ich mag die entspannte Atmosphäre in diesem Café.;A2.2;Adjektivdeklination definiter Artikel;
Ich suche das rote Kleid, das ich im Schaufenster gesehen habe.;A2.2;Adjektivdeklination definiter Artikel;
Ich finde die kleinen Gassen in der Altstadt wunderschön.;A2.2;Adjektivdeklination definiter Artikel;
Wo ist der nächste Geldautomat?;A2.2;Adjektivdeklination definiter Artikel;
Hast du die wichtige E-Mail schon gelesen?;A2.2;Adjektivdeklination definiter Artikel;
Wie findest du das moderne Gebäude da drüben?;A2.2;Adjektivdeklination definiter Artikel;
Kennen Sie den genauen Weg zum Bahnhof?;A2.2;Adjektivdeklination definiter Artikel;
Der hohe Baum im Garten spendet viel Schatten.;A2.2;Adjektivdeklination definiter Artikel;
Die laute Musik aus der Nachbarwohnung stört mich.;A2.2;Adjektivdeklination definiter Artikel;
Das kleine Kind spielt mit dem bunten Ball.;A2.2;Adjektivdeklination definiter Artikel;
Die steile Strasse führt direkt zum Schloss.;A2.2;Adjektivdeklination definiter Artikel;
Ich brauche eine Bestätigung für meine Anmeldung.;A2.2;Wortbildung Nomen: -ung;
Meiner Meinung nach ist Bildung sehr wichtig.;A2.2;Wortbildung Nomen: -ung;
Ich habe eine Einladung zur Hochzeit meiner besten Freundin bekommen.;A2.2;Wortbildung Nomen: -ung;
Ich suche eine neue Herausforderung in meinem Beruf.;A2.2;Wortbildung Nomen: -ung;
Haben Sie die Bedienungsanleitung gelesen?;A2.2;Wortbildung Nomen: -ung;
Was ist Ihre Erwartung an diesen Kurs?;A2.2;Wortbildung Nomen: -ung;
Gibt es eine einfache Lösung für dieses Problem?;A2.2;Wortbildung Nomen: -ung;
Können Sie mir eine Empfehlung für ein gutes Hotel geben?;A2.2;Wortbildung Nomen: -ung;
Die Regierung plant eine Änderung des Gesetzes.;A2.2;Wortbildung Nomen: -ung;
Die Heizung in meiner Wohnung funktioniert nicht.;A2.2;Wortbildung Nomen: -ung;
Er hat die Prüfung ohne grosse Vorbereitung bestanden.;A2.2;Wortbildung Nomen: -ung;
Die Beziehung zwischen den beiden Ländern ist kompliziert.;A2.2;Wortbildung Nomen: -ung;
Ich finde diese Situation sehr unangenehm.;A2.2;Wortbildung Adjektive: un-;
Ich bin mit der Entscheidung der Geschäftsleitung unzufrieden.;A2.2;Wortbildung Adjektive: un-;
Ich glaube, diese Information ist unwichtig.;A2.2;Wortbildung Adjektive: un-;
Ich finde es unhöflich, wenn man beim Gespräch auf sein Handy schaut.;A2.2;Wortbildung Adjektive: un-;
Warum bist du heute so ungeduldig?;A2.2;Wortbildung Adjektive: un-;
Ist es ungesund, jeden Tag Fast Food zu essen?;A2.2;Wortbildung Adjektive: un-;
Findest du sein Verhalten auch unmöglich?;A2.2;Wortbildung Adjektive: un-;
Ist es unrealistisch, in einem Jahr perfekt Deutsch zu lernen?;A2.2;Wortbildung Adjektive: un-;
Der Film war unglaublich langweilig.;A2.2;Wortbildung Adjektive: un-;
Es ist unwahrscheinlich, dass es morgen schneit.;A2.2;Wortbildung Adjektive: un-;
Sein Zimmer ist immer unordentlich.;A2.2;Wortbildung Adjektive: un-;
Eine ungesunde Ernährung kann zu Krankheiten führen.;A2.2;Wortbildung Adjektive: un-;
Ich fahre jeden Morgen am Stau vorbei bis zur Autobahn.;A2.2;Lokale Präpositionen: aus, von, an, vorbei, bis zu, durch, entlang, gegenüber, über, um … herum;
Wir gehen heute Abend um die Altstadt herum spazieren.;A2.2;Lokale Präpositionen: aus, von, an, vorbei, bis zu, durch, entlang, gegenüber, über, um … herum;
Ich komme gerade aus dem Supermarkt.;A2.2;Lokale Präpositionen: aus, von, an, vorbei, bis zu, durch, entlang, gegenüber, über, um … herum;
Ich gehe den Fluss entlang, bis ich zur Brücke komme.;A2.2;Lokale Präpositionen: aus, von, an, vorbei, bis zu, durch, entlang, gegenüber, über, um … herum;
Fahren Sie durch den Tunnel und dann über die grosse Kreuzung?;A2.2;Lokale Präpositionen: aus, von, an, vorbei, bis zu, durch, entlang, gegenüber, über, um … herum;
Wie komme ich von hier bis zum Rathaus?;A2.2;Lokale Präpositionen: aus, von, an, vorbei, bis zu, durch, entlang, gegenüber, über, um … herum;
Ist die Post gegenüber vom Bahnhof?;A2.2;Lokale Präpositionen: aus, von, an, vorbei, bis zu, durch, entlang, gegenüber, über, um … herum;
Gehen wir an der Kirche vorbei?;A2.2;Lokale Präpositionen: aus, von, an, vorbei, bis zu, durch, entlang, gegenüber, über, um … herum;
Der schnellste Weg führt durch den Park.;A2.2;Lokale Präpositionen: aus, von, an, vorbei, bis zu, durch, entlang, gegenüber, über, um … herum;
Das Flugzeug fliegt über die Wolken.;A2.2;Lokale Präpositionen: aus, von, an, vorbei, bis zu, durch, entlang, gegenüber, über, um … herum;
Die Katze läuft um den Tisch herum.;A2.2;Lokale Präpositionen: aus, von, an, vorbei, bis zu, durch, entlang, gegenüber, über, um … herum;
Er kommt gerade von der Arbeit aus dem Büro.;A2.2;Lokale Präpositionen: aus, von, an, vorbei, bis zu, durch, entlang, gegenüber, über, um … herum;
Ich habe den ganzen Tag gearbeitet, deshalb bin ich jetzt sehr müde.;A2.2;Konjunktion: deshalb;
Mein Auto ist kaputt, deshalb muss ich den Bus nehmen.;A2.2;Konjunktion: deshalb;
Ich möchte fit bleiben, deshalb mache ich regelmässig Sport.;A2.2;Konjunktion: deshalb;
Ich habe schlecht geschlafen, deshalb kann ich mich nicht gut konzentrieren.;A2.2;Konjunktion: deshalb;
Du hast morgen eine wichtige Prüfung, solltest du deshalb nicht lernen?;A2.2;Konjunktion: deshalb;
Es regnet stark, bleiben wir deshalb lieber zu Hause?;A2.2;Konjunktion: deshalb;
Der Wecker hat nicht geklingelt, bist du deshalb zu spät gekommen?;A2.2;Konjunktion: deshalb;
Du willst abnehmen, isst du deshalb keinen Kuchen?;A2.2;Konjunktion: deshalb;
Die Zinsen sind gestiegen, deshalb sind Kredite teurer geworden.;A2.2;Konjunktion: deshalb;
Er hat den Zug verpasst und kam deshalb zu spät zur Konferenz.;A2.2;Konjunktion: deshalb;
Sie hat eine Allergie, deshalb isst sie keine Nüsse.;A2.2;Konjunktion: deshalb;
Viele Geschäfte hatten geschlossen, deshalb waren die Strassen leer.;A2.2;Konjunktion: deshalb;
Ich finde diese App sehr praktisch, sie ist einfach bedienbar.;A2.2;Wortbildung Adjektive: -bar, -ig, -isch;
Ich trinke meinen Kaffee gerne milchig.;A2.2;Wortbildung Adjektive: -bar, -ig, -isch;
Ich finde es egoistisch, wenn man nur an sich selbst denkt.;A2.2;Wortbildung Adjektive: -bar, -ig, -isch;
Ich suche eine bezahlbare Wohnung im Stadtzentrum.;A2.2;Wortbildung Adjektive: -bar, -ig, -isch;
Ist dieses Material waschbar?;A2.2;Wortbildung Adjektive: -bar, -ig, -isch;
Findest du das Wetter heute auch so windig?;A2.2;Wortbildung Adjektive: -bar, -ig, -isch;
Ist es typisch deutsch, pünktlich zu sein?;A2.2;Wortbildung Adjektive: -bar, -ig, -isch;
Warum bist du heute so launisch?;A2.2;Wortbildung Adjektive: -bar, -ig, -isch;
Die Landschaft in dieser Region ist sehr bergig.;A2.2;Wortbildung Adjektive: -bar, -ig, -isch;
Seine Reaktion war absolut panisch.;A2.2;Wortbildung Adjektive: -bar, -ig, -isch;
Die Flasche ist wiederverwendbar.;A2.2;Wortbildung Adjektive: -bar, -ig, -isch;
Das ist eine fantastische Idee!;A2.2;Wortbildung Adjektive: -bar, -ig, -isch;
Ich lege mein Buch auf den Nachttisch.;A2.2;Lokale Präpositionen: an, auf, in;
Ich stelle meine Schuhe an die Tür.;A2.2;Lokale Präpositionen: an, auf, in;
Ich verbringe meinen Urlaub gerne am Meer.;A2.2;Lokale Präpositionen: an, auf, in;
Ich bin in einer Besprechung, ich kann jetzt nicht telefonieren.;A2.2;Lokale Präpositionen: an, auf, in;
Gehen wir heute Abend in ein Restaurant?;A2.2;Lokale Präpositionen: an, auf, in;
Warst du schon einmal auf dem Eiffelturm?;A2.2;Lokale Präpositionen: an, auf, in;
Wo treffen wir uns? An der Bushaltestelle?;A2.2;Lokale Präpositionen: an, auf, in;
Hast du die Schlüssel auf den Tisch gelegt?;A2.2;Lokale Präpositionen: an, auf, in;
Der Supermarkt befindet sich direkt an der Hauptstrasse.;A2.2;Lokale Präpositionen: an, auf, in;
Auf dem Bild ist eine schöne Landschaft zu sehen.;A2.2;Lokale Präpositionen: an, auf, in;
Er hat seine Jacke an den Haken gehängt.;A2.2;Lokale Präpositionen: an, auf, in;
In diesem Buch geht es um eine spannende Geschichte.;A2.2;Lokale Präpositionen: an, auf, in;
Ich trinke am liebsten heissen Kaffee.;A2.2;Adjektivdeklination ohne Artikel;
Ich habe grosses Interesse an moderner Kunst.;A2.2;Adjektivdeklination ohne Artikel;
Ich esse gerne frisches Obst und Gemüse.;A2.2;Adjektivdeklination ohne Artikel;
Ich wünsche dir alles Gute zum Geburtstag.;A2.2;Adjektivdeklination ohne Artikel;
Trinkst du lieber Rot- oder Weisswein?;A2.2;Adjektivdeklination ohne Artikel;
Suchen Sie neue berufliche Herausforderungen?;A2.2;Adjektivdeklination ohne Artikel;
Gibt es hier in der Nähe gute italienische Restaurants?;A2.2;Adjektivdeklination ohne Artikel;
Haben Sie passendes Kleingeld?;A2.2;Adjektivdeklination ohne Artikel;
Gutes Werkzeug ist die halbe Arbeit.;A2.2;Adjektivdeklination ohne Artikel;
Kaltes Wasser erfrischt an heissen Tagen.;A2.2;Adjektivdeklination ohne Artikel;
Starker Wind hat einige Bäume umgeworfen.;A2.2;Adjektivdeklination ohne Artikel;
Frische Luft tut gut.;A2.2;Adjektivdeklination ohne Artikel;
Ich habe über das Wochenende viel geschlafen.;A2.2;Temporale Präpositionen: von … an, über;
Von nächster Woche an habe ich Urlaub.;A2.2;Temporale Präpositionen: von … an, über;
Ich habe ihn über die Feiertage nicht gesehen.;A2.2;Temporale Präpositionen: von … an, über;
Von nun an werde ich jeden Tag Sport machen.;A2.2;Temporale Präpositionen: von … an, über;
Können wir das Gespräch über Mittag fortsetzen?;A2.2;Temporale Präpositionen: von … an, über;
Von wann an ist die neue Regelung gültig?;A2.2;Temporale Präpositionen: von … an, über;
Bleibst du über Nacht?;A2.2;Temporale Präpositionen: von … an, über;
Von diesem Punkt an müssen wir zu Fuss gehen.;A2.2;Temporale Präpositionen: von … an, über;
Die Veranstaltung findet über mehrere Tage statt.;A2.2;Temporale Präpositionen: von … an, über;
Von heute an rauche ich nicht mehr.;A2.2;Temporale Präpositionen: von … an, über;
Über die Jahre hat sich hier viel verändert.;A2.2;Temporale Präpositionen: von … an, über;
Die Bibliothek ist von 9 Uhr an geöffnet.;A2.2;Temporale Präpositionen: von … an, über;
Ich kann nicht ohne meine Brille lesen.;A2.2;Modale Präposition: ohne;
Ich trinke meinen Kaffee ohne Zucker.;A2.2;Modale Präposition: ohne;
Ich bin ohne Regenschirm aus dem Haus gegangen und wurde nass.;A2.2;Modale Präposition: ohne;
Ich fahre nie ohne Sicherheitsgurt.;A2.2;Modale Präposition: ohne;
Gehst du wirklich ohne Jacke nach draussen?;A2.2;Modale Präposition: ohne;
Kann man dieses Gerät auch ohne Anleitung benutzen?;A2.2;Modale Präposition: ohne;
Bist du ohne Frühstück aus dem Haus gegangen?;A2.2;Modale Präposition: ohne;
Kannst du die Aufgabe ohne meine Hilfe lösen?;A2.2;Modale Präposition: ohne;
Ein Leben ohne Musik ist für viele unvorstellbar.;A2.2;Modale Präposition: ohne;
Er hat das Rennen ohne grosse Anstrengung gewonnen.;A2.2;Modale Präposition: ohne;
Sie verliess das Zimmer, ohne ein Wort zu sagen.;A2.2;Modale Präposition: ohne;
Ohne Fleiss kein Preis.;A2.2;Modale Präposition: ohne;
Ich weiss nicht, wann der nächste Bus kommt.;A2.2;Indirekte Fragen mit Fragepronomen;
Ich frage mich, warum er so wütend ist.;A2.2;Indirekte Fragen mit Fragepronomen;
Ich habe vergessen, wo ich meinen Schlüssel hingelegt habe.;A2.2;Indirekte Fragen mit Fragepronomen;
Ich kann dir nicht sagen, wie viel das kostet.;A2.2;Indirekte Fragen mit Fragepronomen;
Können Sie mir sagen, wo die Toilette ist?;A2.2;Indirekte Fragen mit Fragepronomen;
Weisst du, wer dieses Lied singt?;A2.2;Indirekte Fragen mit Fragepronomen;
Kannst du mir erklären, wie dieses Gerät funktioniert?;A2.2;Indirekte Fragen mit Fragepronomen;
Hast du eine Ahnung, was hier passiert ist?;A2.2;Indirekte Fragen mit Fragepronomen;
Er hat nicht gesagt, wohin er geht.;A2.2;Indirekte Fragen mit Fragepronomen;
Es ist unklar, warum der Flug gestrichen wurde.;A2.2;Indirekte Fragen mit Fragepronomen;
Die Polizei untersucht, wer für den Unfall verantwortlich ist.;A2.2;Indirekte Fragen mit Fragepronomen;
Man weiss noch nicht, wann die Bauarbeiten abgeschlossen sein werden.;A2.2;Indirekte Fragen mit Fragepronomen;
Ich weiss nicht, ob ich heute Abend Zeit habe.;A2.2;Indirekte Fragen mit Fragesatz;
Ich bin mir nicht sicher, ob ich die richtige Entscheidung getroffen habe.;A2.2;Indirekte Fragen mit Fragesatz;
Ich frage mich, ob mein Deutsch gut genug ist.;A2.2;Indirekte Fragen mit Fragesatz;
Ich möchte wissen, ob dieses Angebot noch gültig ist.;A2.2;Indirekte Fragen mit Fragesatz;
Können Sie mir sagen, ob dieser Platz noch frei ist?;A2.2;Indirekte Fragen mit Fragesatz;
Weisst du, ob der Supermarkt heute geöffnet hat?;A2.2;Indirekte Fragen mit Fragesatz;
Kannst du mal nachsehen, ob die Post schon da ist?;A2.2;Indirekte Fragen mit Fragesatz;
Hast du ihn gefragt, ob er mit ins Kino kommen möchte?;A2.2;Indirekte Fragen mit Fragesatz;
Es ist fraglich, ob er die Wahrheit sagt.;A2.2;Indirekte Fragen mit Fragesatz;
Der Chef möchte wissen, ob der Bericht schon fertig ist.;A2.2;Indirekte Fragen mit Fragesatz;
Die Frage ist, ob sich die Investition lohnt.;A2.2;Indirekte Fragen mit Fragesatz;
Er hat nicht erwähnt, ob er alleine kommt.;A2.2;Indirekte Fragen mit Fragesatz;
Ich lasse mein Auto in der Werkstatt reparieren.;A2.2;Verb: lassen;
Ich lasse mir am Wochenende die Haare schneiden.;A2.2;Verb: lassen;
Ich lasse mein Handy immer auf dem Tisch liegen, wenn ich arbeite.;A2.2;Verb: lassen;
Lass uns am Wochenende etwas Schönes unternehmen!;A2.2;Verb: lassen;
Lässt du mich bitte kurz durch?;A2.2;Verb: lassen;
Warum lässt du das Licht immer an?;A2.2;Verb: lassen;
Kannst du mich bitte in Ruhe lassen?;A2.2;Verb: lassen;
Lassen Sie Ihre Tasche nicht unbeaufsichtigt.;A2.2;Verb: lassen;
Er lässt seine Kinder lange aufbleiben.;A2.2;Verb: lassen;
Das Schloss lässt sich nicht öffnen.;A2.2;Verb: lassen;
Dieses Problem lässt sich leicht lösen.;A2.2;Verb: lassen;
Sie hat ihren Regenschirm im Zug liegen lassen.;A2.2;Verb: lassen;
Ich hätte gerne ein Brötchen mit Käse.;A2.2;Diminutiv: -chen, -li;
Meine Katze ist noch ein kleines Kätzchen.;A2.2;Diminutiv: -chen, -li;
Ich mache mir am Nachmittag gerne ein Tässchen Tee.;A2.2;Diminutiv: -chen, -li;
Ich schreibe dir eine kurze Nachricht, ein Zetteli.;A2.2;Diminutiv: -chen, -li;
Sollen wir ein Päuschen machen?;A2.2;Diminutiv: -chen, -li;
Isst du gerne Würstchen?;A2.2;Diminutiv: -chen, -li;
Hast du noch ein Plätzchen für mich frei?;A2.2;Diminutiv: -chen, -li;
Magst du ein Stückchen von meinem Kuchen probieren?;A2.2;Diminutiv: -chen, -li;
Das Mädchen spielt mit seinem Hündchen im Garten.;A2.2;Diminutiv: -chen, -li;
Das Häuschen am See ist sehr idyllisch.;A2.2;Diminutiv: -chen, -li;
Der Grossvater erzählt seinem Enkelchen eine Geschichte.;A2.2;Diminutiv: -chen, -li;
Ein Momentchen, bitte, ich bin gleich fertig.;A2.2;Diminutiv: -chen, -li;
Ich tankte gestern mein Auto, bevor ich nach Hause fuhr.;B1.1;Verbkonjugation im Präteritum: tanken, fahren, bringen;
Letztes Jahr fuhr ich mit meiner Familie nach Italien.;B1.1;Verbkonjugation im Präteritum: tanken, fahren, bringen;
Ich brachte die Bücher zurück in die Bibliothek.;B1.1;Verbkonjugation im Präteritum: tanken, fahren, bringen;
Wir brachten unseren Freunden ein Souvenir aus dem Urlaub mit.;B1.1;Verbkonjugation im Präteritum: tanken, fahren, bringen;
Wo tanktest du, als der Tank fast leer war?;B1.1;Verbkonjugation im Präteritum: tanken, fahren, bringen;
Wann fuhren Sie das letzte Mal mit dem Zug?;B1.1;Verbkonjugation im Präteritum: tanken, fahren, bringen;
Brachtest du die Unterlagen mit zur Besprechung?;B1.1;Verbkonjugation im Präteritum: tanken, fahren, bringen;
Wer brachte dich gestern nach der Party nach Hause?;B1.1;Verbkonjugation im Präteritum: tanken, fahren, bringen;
Der LKW-Fahrer fuhr die ganze Nacht hindurch.;B1.1;Verbkonjugation im Präteritum: tanken, fahren, bringen;
Der Postbote brachte heute Morgen ein wichtiges Paket.;B1.1;Verbkonjugation im Präteritum: tanken, fahren, bringen;
Er tankte schnell, da er es eilig hatte.;B1.1;Verbkonjugation im Präteritum: tanken, fahren, bringen;
Sie brachte ihre Kinder jeden Morgen zur Schule.;B1.1;Verbkonjugation im Präteritum: tanken, fahren, bringen;
Als ich ein Kind war, habe ich viel im Freien gespielt.;B1.1;Konjunktion: als;
Ich war sehr aufgeregt, als ich meinen ersten Arbeitstag hatte.;B1.1;Konjunktion: als;
Ich lernte meinen besten Freund kennen, als wir zusammen studierten.;B1.1;Konjunktion: als;
Wir haben uns gefreut, als wir die gute Nachricht hörten.;B1.1;Konjunktion: als;
Was hast du gefühlt, als du die Prüfung bestanden hast?;B1.1;Konjunktion: als;
Warst du zu Hause, als ich gestern angerufen habe?;B1.1;Konjunktion: als;
Wo wohntest du, als du 20 Jahre alt warst?;B1.1;Konjunktion: als;
Erinnerst du dich, wie es war, als du das erste Mal geflogen bist?;B1.1;Konjunktion: als;
Als der Film begann, wurde es im Kino ganz still.;B1.1;Konjunktion: als;
Er verliebte sich sofort, als er sie das erste Mal sah.;B1.1;Konjunktion: als;
Sie schlief ein, als sie im Zug sass.;B1.1;Konjunktion: als;
Das Gewitter brach los, als sie gerade auf dem Heimweg waren.;B1.1;Konjunktion: als;
Nachdem ich gefrühstückt hatte, putzte ich mir die Zähne.;B1.1;Plusquamperfekt;
Ich konnte das Dokument nicht senden, weil ich es nicht gespeichert hatte.;B1.1;Plusquamperfekt;
Wir waren schon losgefahren, als mein Handy klingelte.;B1.1;Plusquamperfekt;
Ich hatte die Adresse aufgeschrieben, damit ich sie nicht vergesse.;B1.1;Plusquamperfekt;
Hattest du das Fenster geschlossen, bevor du das Haus verlassen hast?;B1.1;Plusquamperfekt;
War der Patient schon operiert worden, als die Angehörigen kamen?;B1.1;Plusquamperfekt;
Hatte er schon einmal von diesem Thema gehört?;B1.1;Plusquamperfekt;
Waren Sie bereits umgezogen, als Sie die neue Stelle antraten?;B1.1;Plusquamperfekt;
Der Zug war schon abgefahren, als er am Bahnhof ankam.;B1.1;Plusquamperfekt;
Sie fand die Brille wieder, die sie am Vortag verloren hatte.;B1.1;Plusquamperfekt;
Er konnte die Prüfung bestehen, weil er gut gelernt hatte.;B1.1;Plusquamperfekt;
Nachdem sie die Ausbildung beendet hatte, fand sie schnell eine gute Stelle.;B1.1;Plusquamperfekt;
Ich bin zur Arbeit gegangen, obwohl ich mich nicht gut fühlte.;B1.1;Konjunktion: obwohl;
Ich habe den Kuchen gegessen, obwohl ich eigentlich auf Diät bin.;B1.1;Konjunktion: obwohl;
Wir haben die Wanderung gemacht, obwohl das Wetter schlecht war.;B1.1;Konjunktion: obwohl;
Ich glaube ihm nicht, obwohl er sagt, dass er die Wahrheit spricht.;B1.1;Konjunktion: obwohl;
Warum bist du so lange aufgeblieben, obwohl du früh aufstehen musst?;B1.1;Konjunktion: obwohl;
Hast du den Film zu Ende gesehen, obwohl er langweilig war?;B1.1;Konjunktion: obwohl;
Kaufst du das Auto, obwohl es so teuer ist?;B1.1;Konjunktion: obwohl;
Warum vertraust du ihr, obwohl sie dich angelogen hat?;B1.1;Konjunktion: obwohl;
Er kam zu spät zum Termin, obwohl er pünktlich losgefahren war.;B1.1;Konjunktion: obwohl;
Sie trug nur ein T-Shirt, obwohl es draussen kalt war.;B1.1;Konjunktion: obwohl;
Das Team hat das Spiel verloren, obwohl es besser gespielt hat.;B1.1;Konjunktion: obwohl;
Er hat die Stelle nicht bekommen, obwohl er sehr qualifiziert war.;B1.1;Konjunktion: obwohl;
Ich war nach dem langen Tag völlig erschöpft.;B1.1;Gradpartikeln: völlig, ziemlich;
Ich finde seine Reaktion völlig übertrieben.;B1.1;Gradpartikeln: völlig, ziemlich;
Ich bin ziemlich sicher, dass ich die Tür abgeschlossen habe.;B1.1;Gradpartikeln: völlig, ziemlich;
Meiner Meinung nach ist dieser Plan ziemlich riskant.;B1.1;Gradpartikeln: völlig, ziemlich;
Findest du nicht auch, dass das völlig unglaublich ist?;B1.1;Gradpartikeln: völlig, ziemlich;
War die Prüfung ziemlich schwer?;B1.1;Gradpartikeln: völlig, ziemlich;
Ist es völlig ausgeschlossen, dass wir eine andere Lösung finden?;B1.1;Gradpartikeln: völlig, ziemlich;
Bist du dir ziemlich sicher bei deiner Entscheidung?;B1.1;Gradpartikeln: völlig, ziemlich;
Die Wohnung war in einem völlig desolaten Zustand.;B1.1;Gradpartikeln: völlig, ziemlich;
Das Wetter im Urlaub war ziemlich enttäuschend.;B1.1;Gradpartikeln: völlig, ziemlich;
Seine Argumentation ist völlig unlogisch.;B1.1;Gradpartikeln: völlig, ziemlich;
Der neue Kollege ist ziemlich schüchtern.;B1.1;Gradpartikeln: völlig, ziemlich;
Ich kenne den Mann, der dort an der Ecke steht.;B1.1;Relativpronomen: der, das, die;
Ich habe das Buch gelesen, das du mir empfohlen hast.;B1.1;Relativpronomen: der, das, die;
Ich suche die Schlüssel, die ich vorhin auf den Tisch gelegt habe.;B1.1;Relativpronomen: der, das, die;
Wir haben die Freunde besucht, die wir im Urlaub kennengelernt haben.;B1.1;Relativpronomen: der, das, die;
